SMILES	SLogP	EEig02d	VSA_EState2	ATSC8dv	FPSA4	VSA_EState9	ATSC8c	ATSC8se	F08(O-O)	H-051	observed	predicted
COC1CC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)OC(C)C1O	0.19	1.3	0.93	0.23	0.07	0.64	1.34	-0.5	2.46	-0.06	0.64	1.6847982194745585
c1ccc(Cc2cc(-c3ccccc3)nnc2NCCN2CCOCC2)cc1	0.84	-0.29	-0.87	-1.59	-0.51	-0.18	-0.24	-0.14	-0.28	-0.63	3.65	3.729642175076608
CCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C	0.87	1.2	1.98	-1.06	-0.41	-0.18	-1.31	-1.79	-0.28	3.36	3.79	3.1809662942597328
CCOc1cncc(Cl)n1	-0.37	-0.88	-0.45	0.45	0.45	-0.18	0.03	0.29	-0.28	-0.63	2.22	1.566283017209106
CC1CC(=O)NN=C1c1ccc(-n2cnc3c2CCCC3)cc1	0.3	0.19	0.21	-0.05	-0.51	-0.18	-1.27	-0.13	-0.28	3.36	2.52	2.194568330318298
CC(=O)NNC(=O)Nc1ccc(C(C)(C)C)cc1	0.02	0.27	0.7	-0.65	0.26	-0.18	1.17	0.09	-0.28	1.08	2.08	1.8341954541163492
COc1ccccc1O	-0.44	-1.43	-1.07	0.19	1.22	0.62	-0.01	0.12	-0.28	-0.63	1.32	1.1332150947122552
CF	-0.95	-3.27	-1.07	0.19	0.26	0.08	-0.01	0.12	-0.28	-0.63	0.51	0.32816555099028333
Cc1cccc(-n2nnnc2N)c1	-0.97	-0.38	-1.07	1.03	-0.8	-0.18	0.24	0.41	-0.28	-0.63	1.24	0.7130441400078521
CCCCc1c(C)nc(NCC)nc1O	0.09	-0.86	-0.4	0.86	0.26	-0.18	0.39	0.5	-0.28	1.08	2.22	2.0653740489661896
NCCN	-1.99	-3.27	-1.07	0.19	1.41	-0.18	-0.01	0.12	-0.28	-0.63	-2.04	-1.150128175441805
CSc1nc(Nc2ccc(Cl)cc2)nc(C(Cl)(Cl)Cl)n1	1.67	0.23	-0.07	-0.05	-1.28	-0.18	-0.33	-1.35	-0.28	-0.63	5.71	4.710352349889572
CCN(CC)Cc1ccc(C(=O)Nc2ccccc2)cc1	1.03	-0.46	0.1	0.01	-0.8	-0.18	-0.03	0.38	-0.28	-0.63	3.49	3.695580170869662
CC[N+](C)(CC)CC	-0.39	-2.49	-1.07	0.19	1.51	1.03	-0.01	0.12	-0.28	-0.63	-2.13	0.2688014928016249
CCC1(CC)C(=O)NC(=O)N=C1OC(C)C	-0.16	0.19	1.1	2.54	0.26	-0.18	0.26	1.43	-0.28	-0.63	1.86	1.959141151647893
FC(F)(F)c1cccc(C(F)(F)F)c1	0.99	1.14	-1.07	0.19	-1.76	-0.18	-0.01	0.12	-0.28	-0.63	3.83	3.682949430022867
Nc1nncs1	-1.24	-1.79	-1.07	0.19	0.74	-0.18	-0.01	0.12	-0.28	-0.63	-0.57	-0.35872155638873365
CN(C)C(=O)Nc1ccc(Br)cc1	0.26	-0.03	-0.05	0.5	-0.32	1.61	0.2	0.5	-0.28	-0.63	2.19	2.3681769424949723
CCOP(=O)(OCC)C(C)(C)/[N+]([O-])=C/c1ccccn1	0.55	-0.13	-0.74	-0.32	0.64	-2.06	-0.18	-0.2	-0.28	-0.06	0.68	1.7868645580827671
OC12CC3CC(CC(C3)C1)C2	-0.11	-0.19	-1.07	0.19	-0.89	-0.18	-0.01	0.12	-0.28	-0.63	2.14	2.138844030848378
COc1ccc(C2Cc3cc(Cl)ccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1	0.86	-0.03	1.29	0.26	-0.22	2.72	0.59	0.79	0.63	1.65	4.2	4.082423580026877
Cc1cccc(C)c1N(C(=O)CCl)C1CCOC1=O	0.04	0.36	0.98	1.27	-0.32	-0.18	-0.02	0.43	-0.28	1.08	1.39	1.8954817075438204
Clc1cc2oc3c(Cl)c(Cl)ccc3c2cc1Cl	2.52	0.26	-1.07	0.42	-1.66	-0.18	0.03	0.6	-0.28	-0.63	6.31	6.52372104355483
CNc1ccccc1[N+](=O)[O-]	-0.3	-0.53	-0.27	0.19	0.16	0.69	-0.01	0.12	-0.28	-0.63	2.18	1.6846062089228075
Nc1nc(Cl)nc2c1ncn2C1CC(O)C(CO)O1	-1.49	0.2	-0.1	-0.13	1.51	-0.18	0.75	0.63	-0.28	-0.63	0.02	-0.21353489490693353
Clc1cncc(Cl)c1	0.17	-0.9	-0.77	0.19	-1.47	-0.18	-0.01	0.12	-0.28	-0.63	2.56	2.7736474423959185
CCOC(=O)C(C(=O)OC(C)C)=C1SCCS1	0.04	1.27	0.83	0.91	0.55	-0.18	0.25	1.1	-0.28	-0.63	2.9	2.294674561859046
CC1CCC(C)N1N=O	-0.36	-0.85	-0.25	0.19	-1.18	-0.18	-0.01	0.12	-0.28	-0.63	0.86	1.606562896006107
CC(=O)OC(C)OC(=O)C1=C(COC(N)=O)CSC2C(NC(=O)/C=N/OCc3ccco3)C(=O)N12	-1.32	1.1	4.25	0.03	1.89	-0.18	-4.31	-0.66	2.46	3.36	0.89	0.43837308922268997
O=C(O)C1CC(c2ccccc2)CN1C(=O)CP(=O)(O)CCCCc1ccccc1	1.01	0.76	1.83	-0.93	-0.22	-2.11	-1.85	-2.04	-0.28	1.08	3.7	3.244067106485435
CC(C)n1nnc(Oc2ccc(NC(=O)N(C)C)cc2)n1	0.01	-0.03	0.09	0.68	0.16	1.59	-0.87	0.89	-0.28	-0.63	1.45	1.8472742792510677
c1ccc2c(c1)-c1cccc3cccc-2c13	1.46	-0.04	-1.07	0.76	-1.76	-0.18	0.11	0.17	-0.28	-0.63	5.16	5.060328988653516
CN(O)C(N)=O	-1.69	-2.76	-0.29	0.19	2.56	0.43	-0.01	0.12	-0.28	-0.63	-0.46	-0.9595931232248872
CC(=O)NC(CO)C(N)=O	-2.57	-1.01	0.59	0.19	2.27	-0.18	-0.01	0.12	-0.28	1.65	-1.87	-2.1842821579405607
CC(=O)c1sc(S(C)=O)c(-c2ccccc2)c1C	0.95	2.71	-0.08	0.95	-1.09	-0.75	-0.01	0.28	-0.28	1.08	3.26	2.937656614879616
COc1ccc(-c2ncc(OC)nc2-c2ccc(OC)cc2)cc1	1.06	0.02	-0.33	-0.43	0.83	2.38	0.21	0.46	0.63	-0.63	4.47	3.8320251679361776
COc1ccc(NC(=O)NC(=N)N)cc1	-0.87	-0.22	-0.17	0.23	1.89	0.64	-1.3	-0.02	-0.28	-0.63	0.56	0.6888725765284044
c1cnc2c(c1)ccc1cccnc12	0.41	-0.22	-0.37	0.57	-0.7	-0.18	0.06	0.19	-0.28	-0.63	1.78	2.8931775496599315
CCC(C)N(C)/N=N/c1nc[nH]c1C(N)=O	-0.55	-0.46	0.33	-2.04	1.12	0.77	-0.14	-1.13	-0.28	-0.63	1.08	1.3506803381592176
O=C(COc1ccc(Cl)cc1)NNCc1ccccc1	0.26	-0.08	-0.14	-0.16	-0.32	-0.18	0.29	0.52	-0.28	0.51	2.92	2.49291832584366
Oc1cc2ccccc2cc1O	0.08	-0.37	-1.07	0.4	0.26	-0.18	0.19	0.18	-0.28	-0.63	2.24	2.072929146628578
COc1c(OC)c(OC(C)=O)c2c(OC)cccc2c1OC(C)=O	0.37	-0.05	0.79	0.26	2.08	2.07	-2.39	-2.19	-0.28	2.79	2.43	2.469450279487855
COC(=S)NCCn1c([N+](=O)[O-])cnc1C	-0.93	-0.06	0.07	-0.43	1.12	0.59	1.93	0.75	1.55	1.08	1.15	0.3590309804491373
O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34	1.47	0.91	-0.19	-0.77	-1.38	-0.18	-0.3	-0.85	-0.28	-0.63	5.06	4.761930174027581
Cc1ncc(CO)c(/C=N/NC(=O)c2cccs2)c1O	-0.44	0.57	0.23	-0.05	0.45	-0.18	1.44	0.93	0.63	1.08	2.11	1.2743172959992242
Fc1ccc(CNc2ncnc3[nH]cnc23)cc1	-0.01	0.07	0.16	-0.05	0.64	-0.18	-0.16	0.15	-0.28	-0.63	2.34	2.1578637018350806
OCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1	-0.17	0.0	-0.75	0.55	0.07	-0.18	-0.43	-0.36	-0.28	-0.63	1.76	1.811244051501077
Cc1c(C)c2ccc3occ(C)c3c2oc1=O	0.83	0.69	-0.12	1.11	-0.03	-0.18	-0.15	0.1	-0.28	-0.63	3.34	3.478786210135912
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CC[C@]2(O)C(=O)CO	-0.35	0.98	0.88	-0.06	-0.32	-0.18	-1.08	-1.11	-0.28	1.65	1.62	1.3536575803699469
CCc1c(C(=O)O)c(=O)cnn1-c1ccc(Cl)cc1	0.02	0.51	0.77	0.33	-0.32	-0.18	-1.1	-1.32	-0.28	0.51	-2.2	1.885706710032334
Clc1ccc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1Cl	3.19	0.28	-1.07	0.47	-2.34	-0.18	-0.05	0.08	-0.28	-0.63	7.12	7.113452268781781
CCc1ccccc1OC(=O)NC	-0.09	-0.09	-0.19	1.24	0.26	0.63	0.16	0.56	-0.28	-0.63	1.93	2.088709870676754
Cc1cc2[nH]c(=O)c(=O)[nH]c2c([N+](=O)[O-])c1C	-0.85	0.51	1.93	-1.0	-0.13	-0.18	-0.25	-1.2	-0.28	-0.63	0.58	1.544398585539044
NC1=NC(C2OCCc3ccccc32)CS1	-0.24	0.23	-0.71	0.27	-0.13	-0.18	-0.14	-0.01	-0.28	-0.63	1.79	1.722195723714595
Cc1cccc(C)c1NC(=O)CN	-0.57	0.03	-0.18	1.01	-0.03	-0.18	0.22	0.4	-0.28	0.51	0.41	1.023942541241806
Cc1cccc(OC(=O)CNC(=O)c2ccccc2)c1	0.13	0.57	0.81	-0.04	-0.03	-0.18	-0.35	-0.8	-0.28	0.51	2.72	2.276112323033455
CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C	0.21	1.48	1.84	-0.53	-0.13	-0.18	-1.09	-1.56	-0.28	3.36	2.84	2.3792813851726833
C1COCCOCCOCCOCCOCCO1	-1.25	-1.08	-1.07	-0.81	1.7	-0.18	-3.03	-2.28	-0.28	-0.63	-0.68	-0.7708760049021378
COP(=S)(OC)SCC(=O)N(C)C=O	-0.78	0.6	0.73	0.1	0.55	2.06	0.39	0.42	-0.28	0.51	1.48	0.9860270263959184
Nc1ccc(S(=O)(=O)c2c(O)cc(O)cc2O)cc1	-0.56	1.67	-1.13	0.25	1.89	-2.34	3.03	0.91	-0.28	-0.63	1.53	0.1267011120942098
O=CNC(=O)C1CCC1	-1.27	-0.2	0.58	0.19	0.55	-0.18	-0.01	0.12	-0.28	-0.06	-0.7	-0.2677635812299477
COCCNc1cc(-c2nnc(N)[nH]2)ccn1	-1.0	-0.67	-0.5	-0.54	1.31	0.69	-0.39	0.18	-0.28	-0.63	0.94	0.5686052348700444
Clc1ccc(C2(Cn3cncn3)CC(Br)CO2)c(Cl)c1	0.95	0.09	-0.72	0.57	-1.09	-0.18	-0.02	0.09	-0.28	-0.63	3.24	3.649591674715249
CCOP(=S)(OCC)Oc1cc(-c2ccccc2)on1	1.17	0.78	-1.07	-0.96	0.16	-0.18	-0.13	-1.16	-0.28	-0.63	3.73	3.7457735793580307
CCCCN(N=O)C(N)=O	-0.79	-1.43	0.55	0.58	0.26	-0.18	0.11	0.41	-0.28	-0.63	1.04	0.8752058301017875
CN1CC=C(c2ccncc2)CC1	-0.2	-0.97	-0.56	0.18	-0.8	0.95	0.11	0.17	-0.28	-0.63	1.25	1.7082484990732691
CCCC(C)OC[n+]1ccn(C)c1/C=N/O	-0.52	-1.02	-1.07	-0.68	2.27	0.82	0.09	-0.14	-0.28	-0.06	-1.12	-1.3730473197804458
CC(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(N)=O	-1.41	0.31	1.78	-0.62	0.64	-0.18	1.16	0.38	0.63	2.22	0.12	-0.5723941346993701
C[N+](C)(C)c1cccc(Cl)c1	0.26	-0.27	-1.07	0.19	1.12	3.17	-0.01	0.12	-0.28	-0.63	-2.3	-1.388390473255749
NNC(=O)Nc1ccccc1[N+](=O)[O-]	-0.95	-0.02	0.6	-0.01	0.74	-0.18	-0.72	-0.33	-0.28	-0.63	-0.47	0.36641753405338146
Cc1cccc(C#N)n1	-0.53	-0.66	-0.75	0.19	-0.89	-0.18	-0.01	0.12	-0.28	1.08	0.84	0.9996575526460496
CCC(C)(NC(=O)c1cc(Cl)c(C)c(Cl)c1)C(=O)CCl	1.17	0.75	0.87	-0.26	-1.28	-0.18	0.29	0.1	-0.28	0.51	3.76	3.85300794308945
CCCCCCCCC	1.01	-1.33	-1.07	0.17	-1.47	-0.18	-0.01	0.12	-0.28	-0.63	5.65	4.640491999405205
O=C(COc1ccc(OCCNCC(O)COc2ccccc2)cc1)N1CCc2ccccc2C1	0.58	-0.08	0.09	0.79	0.26	-0.18	2.48	1.42	0.63	0.51	3.6	3.0741569848924977
O=C(O)CCC(Nc1ccc(Br)cc1)C(=O)O	0.04	0.3	0.65	-0.03	0.16	-0.18	0.9	0.01	-0.28	1.08	1.12	1.617303824602505
COC(=O)C1C(C=C(C)C)C1(C)C	0.17	0.3	-0.16	0.26	-0.32	0.59	-0.03	0.07	-0.28	-0.06	3.76	2.2885096784842
O=C(Cc1c(Cl)cc(Cl)cc1Cl)Oc1coc(CO)cc1=O	0.69	1.05	0.83	-0.59	-0.22	-0.18	1.72	1.44	0.63	1.65	1.92	3.0454261887540275
CCCCOCCO	-0.82	-1.56	-1.07	0.1	0.35	-0.18	-0.13	-0.11	-0.28	-0.63	0.83	0.5714153102877847
COC(=O)CS(=O)(=O)c1ccc([N+](=O)[O-])cc1Cl	-0.57	1.08	0.57	0.57	-0.03	-1.72	-1.25	-0.35	-0.28	0.51	1.45	1.072764855000811
c1cc2ccsc2cn1	0.11	-0.82	-0.75	0.19	-1.09	-0.18	-0.01	0.12	-0.28	-0.63	1.74	2.4918238064692813
CNC(=O)Oc1cc(C)c(C)cc1C	0.13	0.13	-0.18	0.2	-0.03	0.63	-0.17	-0.15	-0.28	-0.63	2.52	2.4345335595911393
CN(C)/C=C/C#N	-0.95	-2.23	-0.92	0.19	-0.03	1.79	-0.01	0.12	-0.28	-0.06	0.47	0.0969135934246379
OCCCc1ccccn1	-0.69	-1.27	-0.74	0.23	-0.03	-0.18	0.01	0.07	-0.28	0.51	0.58	0.4632039788594519
CN(C)c1ccc(/[N+]([O-])=N/C#N)cc1	-0.18	-1.29	-0.89	-1.94	0.55	1.83	-0.39	-1.21	-0.28	-0.63	2.3	1.7035022185953157
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N2CCOCC2C#N)C(O)C(C)O1	-1.15	0.96	2.33	-1.61	1.22	0.51	-0.24	0.41	5.2	1.08	1.98	1.4002569063085104
CCN(CC)c1cc(C(=O)NN)ccn1	-0.98	-0.57	0.35	-0.94	0.45	-0.18	-0.4	-1.17	-0.28	-0.63	1.12	0.6589138329814374
CC(C)N(C(=O)COc1nnc(C(F)(F)F)s1)c1ccc(F)cc1	0.86	0.89	0.03	-0.56	-0.8	-0.18	2.04	0.53	-0.28	0.51	3.2	3.388074529643786
Cc1ccc2c(c1)NC(SCCC(=O)O)=NS2(=O)=O	-0.28	1.03	-0.22	2.06	-0.13	-2.13	2.03	3.06	3.37	0.51	1.16	1.1693709453973642
CC(=O)/C=C/c1cccc(Cl)c1	0.51	0.06	-0.22	0.25	-1.66	-0.18	-0.15	-0.29	-0.28	1.65	2.81	2.9057326286681633
Cc1ccc(O)c(C)c1	-0.07	-0.51	-1.07	0.19	-0.51	-0.18	-0.01	0.12	-0.28	-0.63	2.3	2.2707390724461147
Cc1cc2ccc3occc3c2oc1=O	0.45	0.53	-0.15	0.03	0.26	-0.18	-0.17	-0.23	-0.28	-0.63	2.57	2.889881284856104
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1	-0.54	-0.2	-0.43	-0.86	1.7	1.52	-3.94	-0.6	-0.28	-0.63	1.57	1.1789596474675241
COc1cccc2c1C(=N)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N2CCOCC2C#N)C(O)C(C)O1	-1.03	0.9	1.22	-1.58	1.12	0.54	0.16	0.08	3.37	1.08	1.97	1.2775952238382435
CCOC(=O)CCCn1cnc([N+](=O)[O-])n1	-0.98	0.0	0.87	-0.24	0.74	-0.18	-1.08	-0.36	-0.28	0.51	0.42	-0.041108874820186554
OCC1CC(F)C(n2cnc3c(I)ncnc32)O1	-0.66	0.41	-0.08	0.25	0.83	-0.18	-0.77	0.02	-0.28	-0.63	0.63	0.9979661435830424
COc1ccc2c3c1OC1C(O)C=CC4C(C2)NCCC341	-0.59	0.17	-1.07	1.35	0.55	0.71	-0.12	0.27	-0.28	-0.63	0.69	0.9652317276744763
CC1=NN=C(C(=O)NC2C3CC4CC(C3)CC2C4)C1[N+](=O)[O-]	-0.44	0.54	0.79	-2.87	-0.41	-0.18	0.44	-1.99	-0.28	1.65	2.83	1.6881700728142837
CCC1CC2C3CCC4=CC(=O)CCC4C3CCC2(C)C1C(=O)CF	1.73	0.82	0.88	0.39	-1.09	-0.18	0.03	-0.35	-0.28	2.79	4.66	4.409801715120679
CCC(=O)C1(c2cccc(OC(=O)c3ccccc3)c2)CCN(C)CC1	1.07	0.88	1.14	-0.2	-0.7	0.92	-0.17	0.51	0.63	0.51	3.03	3.2658993633324065
CNC(=O)c1cccc(Oc2ccccc2)c1	0.44	-0.16	-0.15	-0.14	-0.13	0.66	0.18	-0.08	-0.28	-0.63	2.86	3.084421210351445
C#CC1CCCC1OC[n+]1ccn(C)c1C=NO	-0.76	-1.01	-1.07	-0.48	2.56	0.81	0.1	-0.16	-0.28	-0.06	-1.28	-1.5972320564290174
CCc1cc(OP(=O)(OC)OC)ccc1[N+](=O)[O-]	0.5	0.07	-0.24	1.09	0.35	-0.85	2.47	2.82	5.2	-0.63	2.19	2.3077174318129066
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO	-0.14	1.52	0.9	0.08	-0.32	-0.18	-0.54	-0.19	-0.28	1.65	1.94	1.4682744669857641
Cc1ccc2c(c1)nc(N)n2C	-0.41	-0.37	-0.73	1.2	0.35	0.83	0.2	0.4	-0.28	-0.63	1.47	1.5704715575322417
Cc1ccc(CO)c(/C=N/NC(=O)c2ccc(N)cc2)c1O	-0.36	0.57	-0.11	-0.21	0.55	-0.18	1.29	0.44	0.63	-0.63	2.16	1.7379100672564838
Cc1ccsc1	-0.04	-1.11	-1.07	0.19	-1.76	-0.18	-0.01	0.12	-0.28	-0.63	2.34	2.4543847678552564
CC(O)(C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1)C(F)(F)F	0.46	1.14	0.59	0.62	-0.89	-0.18	-0.87	-0.86	1.55	-0.63	3.21	2.9953050233162997
CN1CCN(C)CC1	-1.39	-1.88	-0.69	0.19	-0.51	2.11	-0.01	0.12	-0.28	-0.63	-0.4	-0.225394739677055
COc1ccc(/C=C/C(C)=O)cc1	0.11	-0.39	-0.21	0.72	-0.61	0.68	1.06	1.13	0.63	1.65	2.25	2.134949970107055
CC(C)OP(=O)(OC(C)C)C(Cl)(Cl)P(=O)(OC(C)C)OC(C)C	2.5	0.56	-1.07	0.54	-0.41	-4.66	0.67	3.51	-0.28	-0.63	2.89	4.270442560859125
O=C(Cc1ccccc1)Nc1ccccc1[N+](=O)[O-]	0.41	0.01	0.71	0.25	-0.41	-0.18	0.47	0.16	-0.28	0.51	2.73	2.6088140779883395
CCCNC(=O)c1cccs1	-0.14	-0.28	-0.11	0.26	-0.32	-0.18	-0.02	0.26	-0.28	-0.63	1.68	1.9290819048912349
CCCCC(NC(Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)NC(CC1CCCCC1)C(O)CC(C(=O)NCC(C)(C)N)C(C)C	1.59	0.46	2.46	-0.85	-0.13	0.67	0.45	0.45	1.55	1.08	3.8	4.4016862132445045
CC(=O)c1cccc(C)c1	0.05	-0.21	-0.2	0.19	-1.18	-0.18	-0.01	0.12	-0.28	1.08	2.15	2.045040275240687
Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3	2.12	0.51	-1.07	-0.03	-1.76	-0.18	-0.05	0.09	-0.28	-0.63	6.42	5.9577568290823395
N#Cc1c[nH]cc1-c1cccc(Cl)c1Cl	1.08	0.53	-0.84	0.3	-0.99	-0.18	0.01	0.13	-0.28	-0.63	3.86	3.8156175664940717
Clc1ccc(Cl)c(Oc2cc(Cl)c(Cl)cc2Cl)c1	2.86	0.24	-1.07	0.46	-1.76	-0.18	-0.01	0.11	-0.28	-0.63	6.22	6.490518678156888
CCCCCCCCCCC(C)(C)c1ccc(C2CCCC(O)C2)c(O)c1	3.15	0.12	-1.07	0.02	-0.89	-0.18	0.44	0.13	-0.28	-0.63	8.42	7.645184354513113
Cn1cc[n+](CCCOC(=O)c2cc([N+](=O)[O-])ccc2O)c1/C=N/O	-0.7	-0.0	0.71	0.15	2.75	0.76	1.25	-0.44	0.63	-0.06	-0.71	-0.6539009566066689
Nc1c(-c2ccccc2)no[n+]1[O-]	-0.97	0.2	-1.05	0.23	0.07	-0.18	0.03	0.05	-0.28	-0.63	1.42	0.5920672501329004
O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2	1.97	0.19	0.35	-2.18	-0.8	-0.18	-0.84	-1.66	-0.28	-0.63	5.86	5.619656474998509
CCCCCCOc1ccc(S(N)(=O)=O)cc1	0.11	-0.29	-1.06	-0.83	-0.41	-2.08	-0.24	-0.44	-0.28	-0.63	2.93	2.171663969999477
CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O	-0.3	1.21	0.88	1.5	0.83	-0.18	0.91	0.97	9.76	1.65	1.23	0.9418710337542577
O=S(=O)(CCl)c1ccccc1	-0.29	0.25	-1.05	0.19	-1.09	-1.89	-0.01	0.12	-0.28	-0.63	1.24	1.4848442889744118
C=CC(=C)C	-0.23	-2.87	-1.07	0.19	-1.28	-0.18	-0.01	0.12	-0.28	-0.63	2.42	1.9251916431873126
CNC(=O)O/N=C1\COCS1	-1.08	0.44	0.13	0.58	1.03	0.6	0.02	0.32	-0.28	0.51	0.06	0.29074954484497534
O=C(O)CCCCCOc1cccc2ccccc12	1.08	0.48	-0.23	0.6	-0.13	-0.18	-1.06	0.35	-0.28	0.51	4.5	3.512535546525553
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(N)=O	-0.32	1.08	2.78	0.1	0.16	-0.18	-0.95	-1.04	0.63	4.5	1.43	1.5229819892341427
COc1cccc(C(C)=O)c1	-0.14	-0.55	-0.19	0.84	-0.32	0.65	0.09	0.36	-0.28	1.08	1.84	1.5972310471099624
c1ccc(C2CC2)cc1	0.27	-0.74	-1.07	0.19	-1.47	-0.18	-0.01	0.12	-0.28	-0.63	3.27	3.043482476674741
Cn1cc[n+](CCCOC(=O)c2cc(Cl)cc(Cl)c2O)c1/C=N/O	0.16	0.03	-0.1	1.15	1.79	0.78	1.39	-0.17	0.63	-0.06	0.47	1.660099821866598
C=CCC1(CC(=C)Br)C(=O)NC(=O)N(C)C1=O	-0.35	0.06	1.85	0.87	-0.41	0.52	-0.08	0.17	-0.28	-0.63	1.78	2.0089311844756543
CCNC(=O)COC(=O)c1ccccc1OC(C)=O	-0.75	0.04	1.66	-1.04	1.22	-0.18	-1.97	-1.24	-0.28	2.22	0.9	0.48843228364796676
O=[N+]([O-])/C=C/c1ccccc1	-0.12	-0.11	-0.31	-0.24	-0.99	-0.18	-0.18	-0.24	-0.28	-0.63	2.11	2.293124900567102
COc1ccc(-c2nc3cnccc3o2)c(OC)c1	0.49	0.17	-0.39	0.07	1.79	1.51	-0.8	-0.34	-0.28	-0.63	2.42	2.4987982649965876
[O-][n+]1onc(Cc2ccccc2)c1Cc1ccccc1	0.23	-0.35	-1.03	-0.83	-0.7	-0.18	-0.37	-0.5	-0.28	1.65	3.65	2.4661423353902228
CC(=O)Nc1cc(Cl)cc(C(F)(F)F)c1Cl	1.14	0.82	-0.2	-1.63	-1.09	-0.18	-0.24	-2.99	-0.28	1.08	3.27	3.6325340471674497
CN(C)C(=O)Nc1cccc(Cl)c1	0.19	-0.2	-0.05	0.58	-0.22	1.59	-0.1	-0.39	-0.28	-0.63	2.0	2.3798760796835734
O=C(NS(=O)(=O)c1cnccc1NC1CCCCCC1)N1CCCCCC1	0.85	1.33	0.39	-4.31	-0.03	-2.28	-0.44	-3.25	-0.28	-0.63	4.43	4.407005898031205
O=[N+]([O-])/C=C/c1cccs1	-0.08	1.22	-0.24	0.19	-0.99	-0.18	-0.01	0.12	-0.28	-0.06	1.96	1.8022750052715861
CC(C)(C)NCCO	-1.08	-1.9	-1.07	0.19	-0.32	-0.18	-0.01	0.12	-0.28	-0.63	0.41	0.278873747154651
O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1	1.04	1.74	1.12	1.28	-0.7	-0.85	0.19	-0.38	-0.28	-0.06	2.3	3.1182066371428423
O=[N+]([O-])c1cccc(F)c1	-0.24	0.1	-0.31	0.19	-0.7	-0.18	-0.01	0.12	-0.28	-0.63	1.9	1.8198492084346558
CCN(CC)CC(=O)Nc1c(C)cc(C)cc1C	0.48	0.22	0.07	-1.8	-0.61	-0.18	-0.18	-0.38	-0.28	0.51	2.41	3.1310179406421255
CCCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(=O)CC21C	1.59	1.39	3.1	1.04	-0.7	-0.18	-0.03	0.61	-0.28	3.93	3.76	3.7854355873630525
c1ccc2c(c1)Sc1ccccc1S2	1.35	1.4	-0.63	0.47	-1.66	-0.18	0.03	0.18	-0.28	-0.63	4.47	4.169097347491671
O=C(O)CCCCO/N=C(/c1ccccc1)c1ccncn1	0.24	1.46	0.85	0.34	0.26	-0.18	-0.54	0.39	-0.28	0.51	2.27	2.1679775388353355
Nc1cnc2ccccc2c1	-0.19	-1.12	-0.73	0.37	0.07	-0.18	0.09	0.16	-0.28	-0.63	1.63	1.6789045825982796
C=C(C)C(=O)OCCCCCCCC(C)C	1.22	-0.44	-0.18	0.19	-0.7	-0.18	-0.07	-0.0	-0.28	-0.63	5.28	4.147071187933837
CC1CCC2OC2(C)C12CCC(C(C)(C)O)C2	0.62	0.89	-1.07	1.46	-0.99	-0.18	0.33	0.52	-0.28	-0.63	2.7	3.5048179869310423
C=CCC1(CC(=C)Br)C(=O)NC(=O)NC1=O	-0.56	0.06	1.71	-0.14	-0.32	-0.18	-0.24	-0.43	-0.28	-0.63	1.37	1.7265360205576843
COc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1	-0.01	1.44	-1.03	-1.51	-0.13	-1.22	-0.7	-1.23	-0.28	-0.63	1.96	2.110673127559621
CC(=O)OC1C(C)OC(n2cc(F)c(=O)[nH]c2=O)C1OC(C)=O	-1.65	0.97	2.73	-0.45	1.51	-0.18	0.44	-0.45	1.55	2.79	-0.02	-0.1144622571163438
COC	-1.15	-4.35	-1.07	0.19	0.64	1.53	-0.01	0.12	-0.28	-0.63	0.1	-0.10573171994350525
